Year Code,Age Group,Sex Code,Deaths,Population
2017.0,5-9 years,M,1299,10368141
2017.0,5-9 years,T,2354,20304238
2017.0,55-64 years,F,146671,21737855
2017.0,55-64 years,M,225335,20257803
2017.0,55-64 years,T,372006,41995658
2017.0,65-74 years,F,227679,15806306
2017.0,65-74 years,M,303931,13877140
2017.0,65-74 years,T,531610,29683446
2017.0,75-84 years,F,321088,8298676
2017.0,75-84 years,M,336671,6407875
2017.0,75-84 years,T,657759,14706551
2017.0,85+ years,F,543169,Not Applicable
2017.0,85+ years,M,334866,Not Applicable
2017.0,85+ years,T,878035,Not Applicable
2017.0,< 1 year,F,9867,1924145
2017.0,< 1 year,M,12468,2015150
2017.0,< 1 year,T,22335,3939295
2017.0,Not Stated,F,38,Not Applicable
2017.0,Not Stated,M,91,Not Applicable
2017.0,Not Stated,T,129,Not Applicable
2018.0,1-4 years,F,1587,7798370
2018.0,1-4 years,M,2243,8163697
2018.0,1-4 years,T,3830,15962067
2018.0,10-14 years,F,1325,10220687
2018.0,10-14 years,M,1795,10658840
2018.0,10-14 years,T,3120,20879527
2018.0,15-19 years,F,3000,10322313
2018.0,15-19 years,M,7380,10774908
2018.0,15-19 years,T,10380,21097221
2018.0,20-24 years,F,5146,10672032
2018.0,20-24 years,M,14628,11201547
2018.0,20-24 years,T,19774,21873579
2018.0,25-34 years,F,17980,22487065
2018.0,25-34 years,M,40864,23210709
2018.0,25-34 years,T,58844,45697774
2018.0,35-44 years,F,29004,20690288
2018.0,35-44 years,M,51376,20587600
2018.0,35-44 years,T,80380,41277888
2018.0,45-54 years,F,63807,21090497
2018.0,45-54 years,M,101030,20541202
2018.0,45-54 years,T,164837,41631699
2018.0,5-9 years,F,1044,9879652
2018.0,5-9 years,M,1286,10315990
2018.0,5-9 years,T,2330,20195642
2018.0,55-64 years,F,146563,21873773
2018.0,55-64 years,M,228273,20398863
2018.0,55-64 years,T,374836,42272636
2018.0,65-74 years,F,230867,16246231
2018.0,65-74 years,M,312911,14246085
2018.0,65-74 years,T,543778,30492316
2018.0,75-84 years,F,328017,8659334
2018.0,75-84 years,M,347188,6735040
2018.0,75-84 years,T,675205,15394374
2018.0,85+ years,F,542962,Not Applicable
2018.0,85+ years,M,337318,Not Applicable
2018.0,85+ years,T,880280,Not Applicable
2018.0,< 1 year,F,9399,1879703
2018.0,< 1 year,M,12068,1968505
2018.0,< 1 year,T,21467,3848208
2018.0,Not Stated,F,35,Not Applicable
2018.0,Not Stated,M,109,Not Applicable
2018.0,Not Stated,T,144,Not Applicable
2019.0,1-4 years,F,1635,7719541
2019.0,1-4 years,M,2041,8074090
2019.0,1-4 years,T,3676,15793631
2019.0,10-14 years,F,1268,10180007
2019.0,10-14 years,M,1896,10618261
2019.0,10-14 years,T,3164,20798268
2019.0,15-19 years,F,2897,10308963
2019.0,15-19 years,M,7361,10745607
2019.0,15-19 years,T,10258,21054570
2019.0,20-24 years,F,5126,10568188
2019.0,20-24 years,M,14387,11064752
2019.0,20-24 years,T,19513,21632940
2019.0,25-34 years,F,17827,22581141
2019.0,25-34 years,M,41351,23359180
2019.0,25-34 years,T,59178,45940321
2019.0,35-44 years,F,29550,20867064
2019.0,35-44 years,M,53436,20792080
2019.0,35-44 years,T,82986,41659144
2019.0,45-54 years,F,61546,20702936
2019.0,45-54 years,M,98847,20171966
2019.0,45-54 years,T,160393,40874902
2019.0,5-9 years,F,1043,9873133
2019.0,5-9 years,M,1290,10322762
2019.0,5-9 years,T,2333,20195895
2019.0,55-64 years,F,147012,21949318
2019.0,55-64 years,M,227925,20499219
2019.0,55-64 years,T,374937,42448537
2019.0,65-74 years,F,235312,16783854
2019.0,65-74 years,M,320247,14699579
2019.0,65-74 years,T,555559,31483433
2019.0,75-84 years,F,332927,8971649
2019.0,75-84 years,M,355100,6998223
2019.0,75-84 years,T,688027,15969872
2019.0,85+ years,F,535581,Not Applicable
2019.0,85+ years,M,338165,Not Applicable
2019.0,85+ years,T,873746,Not Applicable
2019.0,< 1 year,F,9247,1847935
2019.0,< 1 year,M,11674,1935117
2019.0,< 1 year,T,20921,3783052
2019.0,Not Stated,F,44,Not Applicable
2019.0,Not Stated,M,103,Not Applicable
2019.0,Not Stated,T,147,Not Applicable
2020.0,1-4 years,F,1503,7613266
2020.0,1-4 years,M,2026,7953016
2020.0,1-4 years,T,3529,15566282
2020.0,10-14 years,F,1296,10159455
2020.0,10-14 years,M,2117,10594968
2020.0,10-14 years,T,3413,20754423
2020.0,15-19 years,F,3327,10266332
2020.0,15-19 years,M,8951,10694597
2020.0,15-19 years,T,12278,20960929
2020.0,20-24 years,F,6005,10561909
2020.0,20-24 years,M,17533,11032846
2020.0,20-24 years,T,23538,21594755
2020.0,25-34 years,F,21654,22625267
2020.0,25-34 years,M,51832,23444379
2020.0,25-34 years,T,73486,46069646
2020.0,35-44 years,F,35996,21090324
2020.0,35-44 years,M,68494,21045868
2020.0,35-44 years,T,104490,42136192
2020.0,45-54 years,F,71298,20441441
2020.0,45-54 years,M,119844,19924692
2020.0,45-54 years,T,191142,40366133
2020.0,5-9 years,F,965,9890958
2020.0,5-9 years,M,1245,10346753
2020.0,5-9 years,T,2210,20237711
2020.0,55-64 years,F,169422,21914243
2020.0,55-64 years,M,271127,20489434
2020.0,55-64 years,T,440549,42403677
2020.0,65-74 years,F,282508,17365858
2020.0,65-74 years,M,391999,15183540
2020.0,65-74 years,T,674507,32549398
2020.0,75-84 years,F,393226,9228272
2020.0,75-84 years,M,428858,7223275
2020.0,75-84 years,T,822084,16451547
2020.0,85+ years,F,617885,Not Applicable
2020.0,85+ years,M,394920,Not Applicable
2020.0,85+ years,T,1012805,Not Applicable
2020.0,< 1 year,F,8723,1826869
2020.0,< 1 year,M,10859,1908141
2020.0,< 1 year,T,19582,3735010
2020.0,Not Stated,F,37,Not Applicable
2020.0,Not Stated,M,79,Not Applicable
2020.0,Not Stated,T,116,Not Applicable
2021.0,1-4 years,F,1711,7459995
2021.0,1-4 years,M,2105,7802850
2021.0,1-4 years,T,3816,15262845
2021.0,10-14 years,F,1450,10459561
2021.0,10-14 years,M,2119,10988223
2021.0,10-14 years,T,3569,21447784
2021.0,15-19 years,F,3703,10541690
2021.0,15-19 years,M,9704,11022976
2021.0,15-19 years,T,13407,21564666
2021.0,20-24 years,F,6693,10550759
2021.0,20-24 years,M,18207,10973238
2021.0,20-24 years,T,24900,21523997
2021.0,25-34 years,F,24364,22441743
2021.0,25-34 years,M,57910,23053362
2021.0,25-34 years,T,82274,45495105
2021.0,35-44 years,F,43350,21546241
2021.0,35-44 years,M,81589,21857613
2021.0,35-44 years,T,124939,43403854
2021.0,45-54 years,F,80263,20376477
2021.0,45-54 years,M,135774,20311959
2021.0,45-54 years,T,216037,40688436
2021.0,5-9 years,F,1031,9915390
2021.0,5-9 years,M,1375,10376158
2021.0,5-9 years,T,2406,20291548
2021.0,55-64 years,F,185210,21839746
2021.0,55-64 years,M,292961,20963318
2021.0,55-64 years,T,478171,42803064
2021.0,65-74 years,F,305325,17797036
2021.0,65-74 years,M,418941,15869086
2021.0,65-74 years,T,724266,33666122
2021.0,75-84 years,F,397264,9037561
2021.0,75-84 years,M,432389,7168514
2021.0,75-84 years,T,829653,16206075
2021.0,85+ years,F,566725,Not Applicable
2021.0,85+ years,M,374055,Not Applicable
2021.0,85+ years,T,940780,Not Applicable
2021.0,< 1 year,F,9011,1742991
2021.0,< 1 year,M,10909,1821502
2021.0,< 1 year,T,19920,3564493
2021.0,Not Stated,F,23,Not Applicable
2021.0,Not Stated,M,70,Not Applicable
2021.0,Not Stated,T,93,Not Applicable
2022.0,1-4 years,F,1803,7263012
2022.0,1-4 years,M,2353,7592228
2022.0,1-4 years,T,4156,14855240
2022.0,10-14 years,F,1508,10187986
2022.0,10-14 years,M,2164,10701853
2022.0,10-14 years,T,3672,20889839
2022.0,15-19 years,F,3565,10553749
2022.0,15-19 years,M,9180,11082043
2022.0,15-19 years,T,12745,21635792
2022.0,20-24 years,F,6030,11103791
2022.0,20-24 years,M,16457,11601988
2022.0,20-24 years,T,22487,22705779
2022.0,25-34 years,F,21858,22311738
2022.0,25-34 years,M,52511,23189562
2022.0,25-34 years,T,74369,45501300
2022.0,35-44 years,F,38119,21575176
2022.0,35-44 years,M,73486,22120189
2022.0,35-44 years,T,111605,43695365
2022.0,45-54 years,F,68437,20152015
2022.0,45-54 years,M,114847,20279630
2022.0,45-54 years,T,183284,40431645
2022.0,5-9 years,F,1144,9777249
2022.0,5-9 years,M,1423,10231946
2022.0,5-9 years,T,2567,20009195
2022.0,55-64 years,F,163263,21413534
2022.0,55-64 years,M,254278,20671903
2022.0,55-64 years,T,417541,42085437
2022.0,65-74 years,F,283596,17877767
2022.0,65-74 years,M,384985,15910672
2022.0,65-74 years,T,668581,33788439
2022.0,75-84 years,F,397396,9785700
2022.0,75-84 years,M,427507,7734845
2022.0,75-84 years,T,824903,17520545
2022.0,85+ years,F,564690,Not Applicable
2022.0,85+ years,M,368601,Not Applicable
2022.0,85+ years,T,933291,Not Applicable
2022.0,< 1 year,F,9182,1800246
2022.0,< 1 year,M,11371,1882867
2022.0,< 1 year,T,20553,3683113
2022.0,Not Stated,F,16,Not Applicable
2022.0,Not Stated,M,87,Not Applicable
2022.0,Not Stated,T,103,Not Applicable
2023.0,1-4 years,F,1730,7267615
2023.0,1-4 years,M,2329,7594891
2023.0,1-4 years,T,4059,14862506
2023.0,10-14 years,F,1380,10166646
2023.0,10-14 years,M,2123,10667918
2023.0,10-14 years,T,3503,20834564
2023.0,15-19 years,F,3507,10778845
2023.0,15-19 years,M,9270,11296635
2023.0,15-19 years,T,12777,22075480
2023.0,20-24 years,F,5536,10684361
2023.0,20-24 years,M,15398,11126811
2023.0,20-24 years,T,20934,21811172
2023.0,25-34 years,F,19616,22483329
2023.0,25-34 years,M,47833,23059187
2023.0,25-34 years,T,67449,45542516
2023.0,35-44 years,F,35522,22028457
2023.0,35-44 years,M,69814,22362236
2023.0,35-44 years,T,105336,44390693
2023.0,45-54 years,F,61893,20306672
2023.0,45-54 years,M,104880,20187109
2023.0,45-54 years,T,166773,40493781
2023.0,5-9 years,F,1107,9848037
2023.0,5-9 years,M,1395,10304720
2023.0,5-9 years,T,2502,20152757
2023.0,55-64 years,F,146890,21350566
2023.0,55-64 years,M,229644,20503845
2023.0,55-64 years,T,376534,41854411
2023.0,65-74 years,F,266363,18350204
2023.0,65-74 years,M,361317,16335080
2023.0,65-74 years,T,627680,34685284
2023.0,75-84 years,F,386472,10205598
2023.0,75-84 years,M,411716,8162499
2023.0,75-84 years,T,798188,18368097
2023.0,85+ years,F,534800,Not Applicable
2023.0,85+ years,M,350204,Not Applicable
2023.0,85+ years,T,885004,Not Applicable
2023.0,< 1 year,F,9038,1784146
2023.0,< 1 year,M,11107,1864508
2023.0,< 1 year,T,20145,3648654
2023.0,Not Stated,F,25,Not Applicable
2023.0,Not Stated,M,55,Not Applicable
2023.0,Not Stated,T,80,Not Applicable
2024.0,1-4 years,F,1657,7329381
2024.0,1-4 years,M,2186,7654335
2024.0,1-4 years,T,3843,14983716
2024.0,10-14 years,F,1393,10200006
2024.0,10-14 years,M,2015,10701148
2024.0,10-14 years,T,3408,20901154
2024.0,15-19 years,F,3168,10914056
2024.0,15-19 years,M,8238,11461769
2024.0,15-19 years,T,11406,22375825
2024.0,20-24 years,F,4857,10970121
2024.0,20-24 years,M,13690,11451815
2024.0,20-24 years,T,18547,22421936
2024.0,25-34 years,F,17176,22935413
2024.0,25-34 years,M,40651,23518451
2024.0,25-34 years,T,57827,46453864
2024.0,35-44 years,F,33337,22583276
2024.0,35-44 years,M,64093,22955948
2024.0,35-44 years,T,97430,45539224
2024.0,45-54 years,F,59127,20457911
2024.0,45-54 years,M,98643,20322445
2024.0,45-54 years,T,157770,40780356
2024.0,5-9 years,F,1146,9878030
2024.0,5-9 years,M,1386,10319642
2024.0,5-9 years,T,2532,20197672
2024.0,55-64 years,F,140834,21246717
2024.0,55-64 years,M,217362,20415008
2024.0,55-64 years,T,358196,41661725
2024.0,65-74 years,F,267060,18745293
2024.0,65-74 years,M,361356,16699669
2024.0,65-74 years,T,628416,35444962
2024.0,75-84 years,F,398335,10722882
2024.0,75-84 years,M,424609,8576931
2024.0,75-84 years,T,822944,19299813
2024.0,85+ years,F,535968,Not Applicable
2024.0,85+ years,M,354272,Not Applicable
2024.0,85+ years,T,890240,Not Applicable
2024.0,< 1 year,F,9149,1768890
2024.0,< 1 year,M,10901,1846708
2024.0,< 1 year,T,20050,3615598
2024.0,Not Stated,F,19,Not Applicable
2024.0,Not Stated,M,38,Not Applicable
2024.0,Not Stated,T,57,Not Applicable
